node_1,node_2,distance,neighbor,color
1,35,219.02,False,red
1,36,524.31,False,red
1,37,314.17,False,red
1,38,139.32,False,red
1,39,531.15,False,red
1,40,374.07,False,red
1,41,557.18,False,red
1,42,338.01,False,red
1,43,381.28,False,red
1,44,389.96,False,red
1,45,379.06,False,red
1,46,271.4,False,red
1,47,71.01,False,red
1,48,358.28,False,red
1,49,434.07,False,red
1,50,439.96,False,red
1,51,318.85,False,red
1,52,129.63,False,red
1,53,399.06,False,red
1,54,471.65,False,red
1,55,318.23,False,red
1,56,373.79,False,red
1,57,439.47,False,red
1,58,274.05,False,red
1,59,449.68,False,red
1,60,489.31,False,red
1,61,520.27,False,red
1,62,192.94,False,red
1,63,239.71,False,red
1,64,313.54,False,red
1,65,178.27,False,red
1,66,229.71,False,red
1,67,367.97,False,red
1,68,485.41,False,red
1,69,273.09,False,red
1,70,447.45,False,red
1,71,360.2,False,red
1,72,363.17,False,red
1,73,253.03,False,red
1,74,260.85,False,red
1,75,49.24,False,red
1,76,510.73,False,red
1,77,407.98,False,red
1,78,104.71,False,red
1,79,555.21,False,red
1,80,435.49,False,red
1,81,225.38,False,red
1,82,478.68,False,red
1,83,381.68,False,red
1,84,308.95,False,red
1,85,532.65,False,red
1,86,104.04,False,red
1,87,178.81,False,red
1,88,70.84,False,red
1,89,397.2,False,red
1,90,101.98,False,red
1,91,447.48,False,red
1,92,185.92,False,red
1,93,192.09,False,red
1,94,507.72,False,red
1,95,546.73,False,red
1,96,484.88,False,red
1,97,323.98,False,red
1,98,505.2,False,red
1,99,126.18,False,red
2,0,424.58,False,red
2,1,436.51,False,red
2,3,369.13,False,red
2,4,258.77,False,red
2,5,81.34,False,red
2,6,354.09,False,red
2,7,24.08,True,green
2,8,85.04,False,red
2,9,159.01,False,red
2,10,226.3,False,red
2,11,108.78,False,red
2,12,255.77,False,red
2,13,338.68,False,red
2,14,319.88,False,red
2,15,377.66,False,red
2,16,117.38,False,red
2,17,216.84,False,red
2,18,336.55,False,red
2,19,376.86,False,red
2,20,176.05,False,red
2,21,161.24,False,red
2,22,255.28,False,red
2,23,37.34,True,green
2,24,123.02,False,red
2,25,341.72,False,red
2,26,255.99,False,red
2,27,209.31,False,red
2,28,240.63,False,red
2,29,161.99,False,red
2,30,460.26,False,red
2,31,361.45,False,red
2,32,353.56,False,red
2,33,370.95,False,red
2,34,174.95,False,red
2,35,374.16,False,red
2,36,88.77,False,red
2,37,189.11,False,red
2,38,303.28,False,red
2,39,95.27,False,red
2,40,345.62,False,red
2,41,150.0,False,red
2,42,234.34,False,red
2,43,134.01,False,red
2,44,90.62,False,red
2,45,57.45,False,red
2,46,337.26,False,red
2,47,402.72,False,red
2,48,158.76,False,red
2,49,188.09,False,red
2,50,110.46,False,red
2,51,135.91,False,red
2,52,360.05,False,red
2,53,46.1,False,red
2,54,75.45,False,red
2,55,353.86,False,red
2,56,145.17,False,red
2,57,118.23,False,red
2,58,216.04,False,red
2,59,179.77,False,red
2,60,72.28,False,red
2,61,188.32,False,red
2,62,303.32,False,red
2,63,211.62,False,red
2,64,283.64,False,red
2,65,328.8,False,red
2,66,389.0,False,red
2,67,164.25,False,red
2,68,73.39,False,red
2,69,380.44,False,red
2,70,170.55,False,red
2,71,334.25,False,red
2,72,76.92,False,red
2,73,323.01,False,red
2,74,274.45,False,red
2,75,445.9,False,red
2,76,142.41,False,red
2,77,138.46,False,red
2,78,349.41,False,red
2,79,127.58,False,red
2,80,107.42,False,red
2,81,283.49,False,red
2,82,135.93,False,red
2,83,90.52,False,red
2,84,153.32,False,red
2,85,168.86,False,red
2,86,354.37,False,red
2,87,357.8,False,red
2,88,457.51,False,red
2,89,263.62,False,red
2,90,419.32,False,red
2,91,136.42,False,red
2,92,327.94,False,red
2,93,259.52,False,red
2,94,126.32,False,red
2,95,149.93,False,red
2,96,184.76,False,red
2,97,135.69,False,red
2,98,68.82,False,red
2,99,310.64,False,red
3,0,117.34,False,red
3,1,88.28,False,red
3,2,369.13,False,red
3,4,263.84,False,red
3,5,337.05,False,red
3,6,239.75,False,red
3,7,373.42,False,red
3,8,377.0,False,red
3,9,329.8,False,red
3,10,392.58,False,red
3,11,270.3,False,red
3,12,229.37,False,red
3,13,45.18,False,red
3,14,157.2,False,red
3,15,40.82,False,red
3,16,486.16,False,red
3,17,234.45,False,red
3,18,399.18,False,red
3,19,72.35,False,red
3,20,263.69,False,red
3,21,391.62,False,red
3,22,295.55,False,red
3,23,342.47,False,red
3,24,287.61,False,red
3,25,81.49,False,red
3,26,115.6,False,red
3,27,406.71,False,red
3,28,160.23,False,red
3,29,356.7,False,red
3,30,106.38,False,red
3,31,183.7,False,red
3,32,34.18,True,green
3,33,416.23,False,red
3,34,233.12,False,red
3,35,243.63,False,red
3,36,454.61,False,red
3,37,229.45,False,red
3,38,107.38,False,red
3,39,464.39,False,red
3,40,378.44,False,red
3,41,500.79,False,red
3,42,250.05,False,red
3,43,299.28,False,red
3,44,336.22,False,red
3,45,312.42,False,red
3,46,280.86,False,red
3,47,116.85,False,red
3,48,318.14,False,red
3,49,399.25,False,red
3,50,359.54,False,red
3,51,242.51,False,red
3,52,147.65,False,red
3,53,328.21,False,red
3,54,395.8,False,red
3,55,329.51,False,red
3,56,290.93,False,red
3,57,391.15,False,red
3,58,242.44,False,red
3,59,412.23,False,red
3,60,415.42,False,red
3,61,477.58,False,red
3,62,186.69,False,red
3,63,161.74,False,red
3,64,225.57,False,red
3,65,91.09,False,red
3,66,258.71,False,red
3,67,283.56,False,red
3,68,410.91,False,red
3,69,295.68,False,red
3,70,408.39,False,red
3,71,363.01,False,red
3,72,300.56,False,red
3,73,167.14,False,red
3,74,172.57,False,red
3,75,77.9,False,red
3,76,460.49,False,red
3,77,325.09,False,red
3,78,106.04,False,red
3,79,492.91,False,red
3,80,355.32,False,red
3,81,137.13,False,red
3,82,430.81,False,red
3,83,327.2,False,red
3,84,230.33,False,red
3,85,484.54,False,red
3,86,16.49,True,green
3,87,198.16,False,red
3,88,88.46,False,red
3,89,380.6,False,red
3,90,62.17,False,red
3,91,364.93,False,red
3,92,98.98,False,red
3,93,112.38,False,red
3,94,454.8,False,red
3,95,492.42,False,red
3,96,445.44,False,red
3,97,246.61,False,red
3,98,437.78,False,red
3,99,70.84,False,red
4,0,373.45,False,red
4,1,352.12,False,red
4,2,258.77,False,red
4,3,263.84,False,red
4,5,292.41,False,red
4,6,417.2,False,red
4,7,244.97,False,red
4,8,324.01,False,red
4,9,344.84,False,red
4,10,428.78,False,red
4,11,166.31,False,red
4,12,34.93,True,green
4,13,267.28,False,red
4,14,119.37,False,red
4,15,242.4,False,red
4,16,356.22,False,red
4,17,55.76,False,red
4,18,502.02,False,red
4,19,319.18,False,red
4,20,304.93,False,red
4,21,170.66,False,red
4,22,32.14,True,green
4,23,221.51,False,red
4,24,279.66,False,red
4,25,300.15,False,red
4,26,181.14,False,red
4,27,425.05,False,red
4,28,118.51,False,red
4,29,364.93,False,red
4,30,369.2,False,red
4,31,385.13,False,red
4,32,231.18,False,red
4,33,531.85,False,red
4,34,272.36,False,red
4,35,431.65,False,red
4,36,309.3,False,red
4,37,89.01,False,red
4,38,284.43,False,red
4,39,331.6,False,red
4,40,496.0,False,red
4,41,406.75,False,red
4,42,29.07,True,green
4,43,125.3,False,red
4,44,298.93,False,red
4,45,229.84,False,red
4,46,432.94,False,red
4,47,363.73,False,red
4,48,336.15,False,red
4,49,407.0,False,red
4,50,173.33,False,red
4,51,153.79,False,red
4,52,360.07,False,red
4,53,216.0,False,red
4,54,230.11,False,red
4,55,472.6,False,red
4,56,113.75,False,red
4,57,354.98,False,red
4,58,320.83,False,red
4,59,407.98,False,red
4,60,256.32,False,red
4,61,440.16,False,red
4,62,347.4,False,red
4,63,159.79,False,red
4,64,45.19,False,red
4,65,176.1,False,red
4,66,449.68,False,red
4,67,94.64,False,red
4,68,249.42,False,red
4,69,467.72,False,red
4,70,399.8,False,red
4,71,480.41,False,red
4,72,243.07,False,red
4,73,113.89,False,red
4,74,91.27,False,red
4,75,331.44,False,red
4,76,399.0,False,red
4,77,130.38,False,red
4,78,324.04,False,red
4,79,375.2,False,red
4,80,172.33,False,red
4,81,126.89,False,red
4,82,385.25,False,red
4,83,290.82,False,red
4,84,138.71,False,red
4,85,426.01,False,red
4,86,248.26,False,red
4,87,392.42,False,red
4,88,330.31,False,red
4,89,446.35,False,red
4,90,277.89,False,red
4,91,160.18,False,red
4,92,169.3,False,red
4,93,181.66,False,red
4,94,384.16,False,red
4,95,408.38,False,red
4,96,426.3,False,red
4,97,147.68,False,red
4,98,307.54,False,red
4,99,255.62,False,red
5,0,372.48,False,red
5,1,392.56,False,red
5,2,81.34,False,red
5,3,337.05,False,red
5,4,292.41,False,red
5,6,280.45,False,red
5,7,104.22,False,red
5,8,40.31,False,red
5,9,77.82,False,red
5,10,150.81,False,red
5,11,126.12,False,red
5,12,279.87,False,red
5,13,300.08,False,red
5,14,324.41,False,red
5,15,353.83,False,red
5,16,167.92,False,red
5,17,241.4,False,red
5,18,256.22,False,red
5,19,330.21,False,red
5,20,103.08,False,red
5,21,233.45,False,red
5,22,297.32,False,red
5,23,96.94,False,red
5,24,54.2,False,red
5,25,294.11,False,red
5,26,233.91,False,red
5,27,138.76,False,red
5,28,239.28,False,red
5,29,84.15,False,red
5,30,416.65,False,red
5,31,295.38,False,red
5,32,328.5,False,red
5,33,290.52,False,red
5,34,113.74,False,red
5,35,300.67,False,red
5,36,158.08,False,red
5,37,208.54,False,red
5,38,253.94,False,red
5,39,153.17,False,red
5,40,264.43,False,red
5,41,164.77,False,red
5,42,264.52,False,red
5,43,179.01,False,red
5,44,9.43,True,green
5,45,64.88,False,red
5,46,259.19,False,red
5,47,348.97,False,red
5,48,77.49,False,red
5,49,118.6,False,red
5,50,178.91,False,red
5,51,143.01,False,red
5,52,299.64,False,red
5,53,91.05,False,red
5,54,155.65,False,red
5,55,273.23,False,red
5,56,187.18,False,red
5,57,64.07,False,red
5,58,143.84,False,red
5,59,116.38,False,red
5,60,153.38,False,red
5,61,153.88,False,red
5,62,236.92,False,red
5,63,196.76,False,red
5,64,306.37,False,red
5,65,316.62,False,red
5,66,314.43,False,red
5,67,204.3,False,red
5,68,154.73,False,red
5,69,302.32,False,red
5,70,107.86,False,red
5,71,252.93,False,red
5,72,50.04,False,red
5,73,329.97,False,red
5,74,282.18,False,red
5,75,409.93,False,red
5,76,125.22,False,red
5,77,193.98,False,red
5,78,296.5,False,red
5,79,165.95,False,red
5,80,174.73,False,red
5,81,280.86,False,red
5,82,100.17,False,red
5,83,11.7,True,green
5,84,161.01,False,red
5,85,151.0,False,red
5,86,324.23,False,red
5,87,289.56,False,red
5,88,424.57,False,red
5,89,184.4,False,red
5,90,393.56,False,red
5,91,204.5,False,red
5,92,317.77,False,red
5,93,237.49,False,red
5,94,117.89,False,red
5,95,155.44,False,red
5,96,134.45,False,red
5,97,147.28,False,red
5,98,132.46,False,red
5,99,271.03,False,red
6,0,173.79,False,red
6,1,222.65,False,red
6,2,354.09,False,red
6,3,239.75,False,red
6,4,417.2,False,red
6,5,280.45,False,red
6,7,372.09,False,red
6,8,306.57,False,red
6,9,219.78,False,red
6,10,231.37,False,red
6,11,313.32,False,red
6,12,385.44,False,red
6,13,198.7,False,red
6,14,357.05,False,red
6,15,279.57,False,red
6,16,446.37,False,red
6,17,365.55,False,red
6,18,179.95,False,red
6,19,175.65,False,red
6,20,178.4,False,red
6,21,464.58,False,red
6,22,441.55,False,red
6,23,350.2,False,red
6,24,231.22,False,red
6,25,158.43,False,red
6,26,241.83,False,red
6,27,257.0,False,red
6,28,301.32,False,red
6,29,238.2,False,red
6,30,240.56,False,red
6,31,60.01,False,red
6,32,262.09,False,red
6,33,187.11,False,red
6,34,183.58,False,red
6,35,20.22,True,green
6,36,438.02,False,red
6,37,339.25,False,red
6,38,145.89,False,red
6,39,433.37,False,red
6,40,152.8,False,red
6,41,424.17,False,red
6,42,391.43,False,red
6,43,373.87,False,red
6,44,273.25,False,red
6,45,305.79,False,red
6,46,50.7,False,red
6,47,151.85,False,red
6,48,212.64,False,red
6,49,262.15,False,red
6,50,413.15,False,red
6,51,299.39,False,red
6,52,95.43,False,red
6,53,336.72,False,red
6,54,417.47,False,red
6,55,95.63,False,red
6,56,373.07,False,red
6,57,298.6,False,red
6,58,138.06,False,red
6,59,281.44,False,red
6,60,424.12,False,red
6,61,356.27,False,red
6,62,69.81,False,red
6,63,257.73,False,red
6,64,397.76,False,red
6,65,300.83,False,red
6,66,35.69,True,green
6,67,378.63,False,red
6,68,423.34,False,red
6,69,56.36,False,red
6,70,283.05,False,red
6,71,140.09,False,red
6,72,280.3,False,red
6,73,367.49,False,red
6,74,343.65,False,red
6,75,267.02,False,red
6,76,365.73,False,red
6,77,400.98,False,red
6,78,134.12,False,red
6,79,440.02,False,red
6,80,408.05,False,red
6,81,313.83,False,red
6,82,331.31,False,red
6,83,269.03,False,red
6,84,302.58,False,red
6,85,380.19,False,red
6,86,241.23,False,red
6,87,44.0,False,red
6,88,289.06,False,red
6,89,196.24,False,red
6,90,295.94,False,red
6,91,432.04,False,red
6,92,307.94,False,red
6,93,242.56,False,red
6,94,370.11,False,red
6,95,408.93,False,red
6,96,317.06,False,red
6,97,307.36,False,red
6,98,412.8,False,red
6,99,187.3,False,red
7,0,434.72,False,red
7,1,443.98,False,red
7,2,24.08,True,green
7,3,373.42,False,red
7,4,244.97,False,red
7,5,104.22,False,red
7,6,372.09,False,red
7,8,108.98,False,red
7,9,182.04,False,red
7,10,250.35,False,red
7,11,106.22,False,red
7,12,244.83,False,red
7,13,345.23,False,red
7,14,313.82,False,red
7,15,379.39,False,red
7,16,118.43,False,red
7,17,206.52,False,red
7,18,360.07,False,red
7,19,385.56,False,red
7,20,195.03,False,red
7,21,137.84,False,red
7,22,239.08,False,red
7,23,31.14,True,green
7,24,142.14,False,red
7,25,351.01,False,red
7,26,258.79,False,red
7,27,233.36,False,red
7,28,237.61,False,red
7,29,185.83,False,red
7,30,467.49,False,red
7,31,376.61,False,red
7,32,355.88,False,red
7,33,394.44,False,red
7,34,190.67,False,red
7,35,392.03,False,red
7,36,81.22,False,red
7,37,181.14,False,red
7,38,313.46,False,red
7,39,94.4,False,red
7,40,368.64,False,red
7,41,161.79,False,red
7,42,221.94,False,red
7,43,119.68,False,red
7,44,113.6,False,red
7,45,68.45,False,red
7,46,357.26,False,red
7,47,413.51,False,red
7,48,181.24,False,red
7,49,212.14,False,red
7,50,88.6,False,red
7,51,134.42,False,red
7,52,373.28,False,red
7,53,45.22,False,red
7,54,51.62,False,red
7,55,375.41,False,red
7,56,131.4,False,red
7,57,141.99,False,red
7,58,234.31,False,red
7,59,203.59,False,red
7,60,52.04,False,red
7,61,209.07,False,red
7,62,318.93,False,red
7,63,213.36,False,red
7,64,272.69,False,red
7,65,327.57,False,red
7,66,407.28,False,red
7,67,150.44,False,red
7,68,51.79,False,red
7,69,400.37,False,red
7,70,194.37,False,red
7,71,357.02,False,red
7,72,92.14,False,red
7,73,316.21,False,red
7,74,268.08,False,red
7,75,450.82,False,red
7,76,161.53,False,red
7,77,120.27,False,red
7,78,360.28,False,red
7,79,133.02,False,red
7,80,86.02,False,red
7,81,280.04,False,red
7,82,157.88,False,red
7,83,112.72,False,red
7,84,150.57,False,red
7,85,187.3,False,red
7,86,358.21,False,red
7,87,373.74,False,red
7,88,461.43,False,red
7,89,287.38,False,red
7,90,421.3,False,red
7,91,114.24,False,red
7,92,326.12,False,red
7,93,262.23,False,red
7,94,144.54,False,red
7,95,164.11,False,red
7,96,207.52,False,red
7,97,132.77,False,red
7,98,67.68,False,red
7,99,317.8,False,red
8,0,409.01,False,red
8,1,430.88,False,red
8,2,85.04,False,red
8,3,377.0,False,red
8,4,324.01,False,red
8,5,40.31,False,red
8,6,306.57,False,red
8,7,108.98,False,red
8,9,90.01,False,red
8,10,143.42,False,red
8,11,159.03,False,red
8,12,314.01,False,red
8,13,339.51,False,red
8,14,362.71,False,red
8,15,394.12,False,red
8,16,140.29,False,red
8,17,275.07,False,red
8,18,258.31,False,red
8,19,368.23,False,red
8,20,134.16,False,red
8,21,246.02,False,red
8,22,326.17,False,red
8,23,113.15,False,red
8,24,91.29,False,red
8,25,332.1,False,red
8,26,274.19,False,red
8,27,124.65,False,red
8,28,277.96,False,red
8,29,83.52,False,red
8,30,454.96,False,red
8,31,326.84,False,red
8,32,368.77,False,red
8,33,292.69,False,red
8,34,150.57,False,red
8,35,326.72,False,red
8,36,141.22,False,red
8,37,243.05,False,red
8,38,291.82,False,red
8,39,130.06,False,red
8,40,270.88,False,red
8,41,126.51,False,red
8,42,296.89,False,red
8,43,205.23,False,red
8,44,41.04,False,red
8,45,94.26,False,red
8,46,280.12,False,red
8,47,385.13,False,red
8,48,94.76,False,red
8,49,103.39,False,red
8,50,193.89,False,red
8,51,178.91,False,red
8,52,333.78,False,red
8,53,112.27,False,red
8,54,159.29,False,red
8,55,287.92,False,red
8,56,214.67,False,red
8,57,33.62,True,green
8,58,173.85,False,red
8,59,94.81,False,red
8,60,150.33,False,red
8,61,117.07,False,red
8,62,268.84,False,red
8,63,236.58,False,red
8,64,341.04,False,red
8,65,356.63,False,red
8,66,339.28,False,red
8,67,232.79,False,red
8,68,153.45,False,red
8,69,322.68,False,red
8,70,85.6,False,red
8,71,261.22,False,red
8,72,86.88,False,red
8,73,367.92,False,red
8,74,319.77,False,red
8,75,449.38,False,red
8,76,85.0,False,red
8,77,216.16,False,red
8,78,333.21,False,red
8,79,133.76,False,red
8,80,190.38,False,red
8,81,319.92,False,red
8,82,62.2,False,red
8,83,49.82,False,red
8,84,197.23,False,red
8,85,111.07,False,red
8,86,364.32,False,red
8,87,319.78,False,red
8,88,464.31,False,red
8,89,183.98,False,red
8,90,433.78,False,red
8,91,219.97,False,red
8,92,357.65,False,red
8,93,277.77,False,red
8,94,77.8,False,red
8,95,116.0,False,red
8,96,103.74,False,red
8,97,182.33,False,red
8,98,114.54,False,red
8,99,310.44,False,red
9,0,340.12,False,red
9,1,369.42,False,red
9,2,159.01,False,red
9,3,329.8,False,red
9,4,344.84,False,red
9,5,77.82,False,red
9,6,219.78,False,red
9,7,182.04,False,red
9,8,90.01,False,red
9,10,83.93,False,red
9,11,183.34,False,red
9,12,326.24,False,red
9,13,287.6,False,red
9,14,353.17,False,red
9,15,354.52,False,red
9,16,229.87,False,red
9,17,290.33,False,red
9,18,178.89,False,red
9,19,306.4,False,red
9,20,66.19,False,red
9,21,308.6,False,red
9,22,355.09,False,red
9,23,172.86,False,red
9,24,65.19,False,red
9,25,271.09,False,red
9,26,244.81,False,red
9,27,84.05,False,red
9,28,268.75,False,red
9,29,26.93,True,green
9,30,393.1,False,red
9,31,246.66,False,red
9,32,329.19,False,red
9,33,213.06,False,red
9,34,98.49,False,red
9,35,239.71,False,red
9,36,229.84,False,red
9,37,256.49,False,red
9,38,231.59,False,red
9,39,220.02,False,red
9,40,186.63,False,red
9,41,204.71,False,red
9,42,315.9,False,red
9,43,244.02,False,red
9,44,68.45,False,red
9,45,134.38,False,red
9,46,190.52,False,red
9,47,315.37,False,red
9,48,11.7,True,green
9,49,71.2,False,red
9,50,253.51,False,red
9,51,191.08,False,red
9,52,259.15,False,red
9,53,164.78,False,red
9,54,233.45,False,red
9,55,198.46,False,red
9,56,250.17,False,red
9,57,78.92,False,red
9,58,96.9,False,red
9,59,82.46,False,red
9,60,230.69,False,red
9,61,150.86,False,red
9,62,190.8,False,red
9,63,219.02,False,red
9,64,350.46,False,red
9,65,330.8,False,red
9,66,251.29,False,red
9,67,265.14,False,red
9,68,232.31,False,red
9,69,232.86,False,red
9,70,78.77,False,red
9,71,175.33,False,red
9,72,110.63,False,red
9,73,360.5,False,red
9,74,315.94,False,red
9,75,395.31,False,red
9,76,148.19,False,red
9,77,263.03,False,red
9,78,266.51,False,red
9,79,221.22,False,red
9,80,249.04,False,red
9,81,306.0,False,red
9,82,113.99,False,red
9,83,70.18,False,red
9,84,206.52,False,red
9,85,166.33,False,red
9,86,319.78,False,red
9,87,237.67,False,red
9,88,412.8,False,red
9,89,108.9,False,red
9,90,390.54,False,red
9,91,278.45,False,red
9,92,333.78,False,red
9,93,248.08,False,red
9,94,150.79,False,red
9,95,190.07,False,red
9,96,116.11,False,red
9,97,197.49,False,red
9,98,203.31,False,red
9,99,259.39,False,red
10,0,381.66,False,red
10,1,418.66,False,red
10,2,226.3,False,red
10,3,392.58,False,red
10,4,428.78,False,red
10,5,150.81,False,red
10,6,231.37,False,red
10,7,250.35,False,red
10,8,143.42,False,red
10,9,83.93,False,red
10,11,266.59,False,red
10,12,409.89,False,red
10,13,348.27,False,red
10,14,433.04,False,red
10,15,421.66,False,red
10,16,266.39,False,red
10,17,374.21,False,red
10,18,119.85,False,red
10,19,357.4,False,red
10,20,137.0,False,red
10,21,383.96,False,red
10,22,438.79,False,red
10,23,247.52,False,red
10,24,149.12,False,red
10,25,324.46,False,red
10,26,320.06,False,red
10,27,28.64,True,green
10,28,349.74,False,red
10,29,67.01,False,red
10,30,441.26,False,red
10,31,274.53,False,red
10,32,396.96,False,red
10,33,153.29,False,red
10,34,173.07,False,red
10,35,248.82,False,red
10,36,280.23,False,red
10,37,340.38,False,red
10,38,287.84,False,red
10,39,263.75,False,red
10,40,139.0,False,red
10,41,219.02,False,red
10,42,399.83,False,red
10,43,325.96,False,red
10,44,141.77,False,red
10,45,213.6,False,red
10,46,188.06,False,red
10,47,356.72,False,red
10,48,93.01,False,red
10,49,44.72,False,red
10,50,329.66,False,red
10,51,275.02,False,red
10,52,296.24,False,red
10,53,241.77,False,red
10,54,301.62,False,red
10,55,174.56,False,red
10,56,332.71,False,red
10,57,114.54,False,red
10,58,150.15,False,red
10,59,63.03,False,red
10,60,293.75,False,red
10,61,131.24,False,red
10,62,227.48,False,red
10,63,298.94,False,red
10,64,433.8,False,red
10,65,405.45,False,red
10,66,255.16,False,red
10,67,348.21,False,red
10,68,296.77,False,red
10,69,223.62,False,red
10,70,69.58,False,red
10,71,133.96,False,red
10,72,191.97,False,red
10,73,440.84,False,red
10,74,397.52,False,red
10,75,450.92,False,red
10,76,157.0,False,red
10,77,343.42,False,red
10,78,313.97,False,red
10,79,250.46,False,red
10,80,325.52,False,red
10,81,385.25,False,red
10,82,126.89,False,red
10,83,146.82,False,red
10,84,290.4,False,red
10,85,162.26,False,red
10,86,384.68,False,red
10,87,261.87,False,red
10,88,470.2,False,red
10,89,47.04,False,red
10,90,454.58,False,red
10,91,355.31,False,red
10,92,409.18,False,red
10,93,323.1,False,red
10,94,168.67,False,red
10,95,201.12,False,red
10,96,92.65,False,red
10,97,281.39,False,red
10,98,253.95,False,red
10,99,321.89,False,red
11,0,342.46,False,red
11,1,345.47,False,red
11,2,108.78,False,red
11,3,270.3,False,red
11,4,166.31,False,red
11,5,126.12,False,red
11,6,313.32,False,red
11,7,106.22,False,red
11,8,159.03,False,red
11,9,183.34,False,red
11,10,266.59,False,red
11,12,155.0,False,red
11,13,245.94,False,red
11,14,211.54,False,red
11,15,273.88,False,red
11,16,224.01,False,red
11,17,116.04,False,red
11,18,353.01,False,red
11,19,290.34,False,red
11,20,157.89,False,red
11,21,151.34,False,red
11,22,172.7,False,red
11,23,75.29,False,red
11,24,119.62,False,red
11,25,257.82,False,red
11,26,154.78,False,red
11,27,260.35,False,red
11,28,132.02,False,red
11,29,200.94,False,red
11,30,368.37,False,red
11,31,303.2,False,red
11,32,250.84,False,red
11,33,385.37,False,red
11,34,134.65,False,red
11,35,331.81,False,red
11,36,186.72,False,red
11,37,84.38,False,red
11,38,223.75,False,red
11,39,200.38,False,red
11,40,352.7,False,red
11,41,257.19,False,red
11,42,138.45,False,red
11,43,64.2,False,red
11,44,132.67,False,red
11,45,65.12,False,red
11,46,312.22,False,red
11,47,323.4,False,red
11,48,176.12,False,red
11,49,241.63,False,red
11,50,102.08,False,red
11,51,28.32,True,green
11,52,292.11,False,red
11,53,62.97,False,red
11,54,126.21,False,red
11,55,342.38,False,red
11,56,67.94,False,red
11,57,189.06,False,red
11,58,186.68,False,red
11,59,241.82,False,red
11,60,145.11,False,red
11,61,276.0,False,red
11,62,249.9,False,red
11,63,108.72,False,red
11,64,182.18,False,red
11,65,221.38,False,red
11,66,348.9,False,red
11,67,81.84,False,red
11,68,140.66,False,red
11,69,353.08,False,red
11,70,233.57,False,red
11,71,338.3,False,red
11,72,76.92,False,red
11,73,215.13,False,red
11,74,166.43,False,red
